Information Under Heading,Block,,Jawhar,Vikramgad,Wada,Junnar,Mokhada,Palghar,Sangamner,Akole,Jhadol,Aaspur,Kusalgarh,Bagidora,Talwara-Banswara,Kishanganj,Baran,Antah,Pratapgarh,Begun,Mandalgarh,Mandal,Gogunda,Kumbhalgarh,Pati,Niwali,Barwani,Rajpur,Sendhwa,Zhirniya,Pandhana,Khalwa,Bichiya,Mandla,Ghughri,Tirla,Nalcha,Dhar,Sardarpur,Kukshi,Ranapur,Jhabua,Meghnagar,Thandla,Rama,Burhar,Kotma,Sohagpur,Gohparu,Badnawar,Petlawad,Chicholi,Betul,Athner,Shahpur,Ghoda Dongri,Kundra,Jeypore,Bariguma,Kotapad,Baipariguda,Nabarangpur,Papadahandi,Kosagumda,Bandhugaon,Dasmantpur,Koraput,Lamtaput,Laxmipur,Nandapur,Narayanpatna,Potangi,Semiliguda,Sunabeda NAC,Mawai,Bijadandi,Narayanganj,Niwas,Mohgaon,Beohari,Jaisinghnagar,Bhainsdehi,Bhimpur,Multai,Amla,Prabhat Pattan,Choti Sarvan,Ghatol,Pipalkhoont,Garhi,Surgana,Trimbak,Peint,Igatpuri,Dabugam,Nandahandi,Tentulikhunti,Jharigam,Umerkote,Boriguma
Block Profile,SC (Male),Rural,257,99,1654,8399,873,3374,17084,6299,3311,,4289,8151,6501,10405,12374,9366,8656,9345,15557,18575,7823,6509,2192,2706,5934,4613,3520,3481,8700,5701,5338,3081,2460,,,16207,4478,6389,662,1496,852,627,,,3764,10246,,11460,2087,1971,7087,3392,3919,4173,4831,10209,6845,7377,8369,7103,5124,6322,2279,2613,5223,,2877,4768,1253,2773,1110,1576,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Male),% Rural,35.94,52.94,72.29,91.84,100,38.5,82.34,93.74,100,#DIV/0!,91.24,100,64.45,100,46.99,69.86,76.07,84.72,92.1,100,89.89,100,68.24,100,68.24,80.44,63.91,100,92.18,100,92.43,50.29,100,0,0,58.47,80.55,81.07,57.17,54.92,68.82,61.23,#DIV/0!,0,51.55,56.23,0,93.67,79.47,88.15,51.52,85.31,89.86,25.86,100,67.93,94.04,88.03,100,74.54,89.63,100,100,100,100,0,100,100,100,100,100,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Male),Urban,458,88,634,746,0,5390,3665,421,0,,412,0,3586,0,13957,4040,2723,1686,1334,0,880,0,0,0,2762,1122,1988,0,738,0,437,3045,0,,,11512,1081,1492,496,1228,386,397,,,3537,7976,,774,539,265,6670,584,442,11964,0,4819,434,1003,0,2426,593,0,0,0,0,,0,0,0,0,0,5673,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Male),% Urban,64.06,47.06,27.71,8.16,0,61.5,17.66,6.26,0,#DIV/0!,8.76,0,35.55,0,53.01,30.14,23.93,15.28,7.9,0,10.11,0,31.76,0,31.76,19.56,36.09,0,7.82,0,7.57,49.71,0,0,0,41.53,19.45,18.93,42.83,45.08,31.18,38.77,#DIV/0!,0,48.45,43.77,0,6.33,20.53,11.85,48.48,14.69,10.14,74.14,0,32.07,5.96,11.97,0,25.46,10.37,0,0,0,0,0,0,0,0,0,0,78.26,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Male),Total,715,187,2288,9145,873,8764,20749,6720,3311,0,4701,8151,10087,10405,26331,13406,11379,11031,16891,18575,8703,6509,8696,2706,8696,5735,5508,3481,9438,5701,5775,6126,2460,0,0,27719,5559,7881,1158,2724,1238,1024,0,0,7301,18222,0,12234,2626,2236,13757,3976,4361,16137,4831,15028,7279,8380,8369,9529,5717,6322,2279,2613,5223,0,2877,4768,1253,2773,1110,7249,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Female),Rural,259,84,1518,8061,749,3238,16621,6163,3091,,4184,7842,6222,9778,11362,8401,8246,9049,14830,19254,7420,6516,2143,2788,5762,4487,3458,3438,8140,5277,5192,2983,2343,,,15521,4421,6357,658,1485,844,629,,,3764,9949,,11151,2057,1871,6496,3310,3699,4120,4947,10438,6981,7535,8779,7111,5389,6550,2394,2695,5579,,2852,5027,1295,2788,1176,1598,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Female),% Rural,35.48,54.55,69.19,91.84,100,39.32,82.87,93.34,100,#DIV/0!,91.41,100,64.39,100,46.44,69.59,75.88,84.8,92.03,100,89.95,100,67.61,100,67.61,80.51,64.95,100,92.74,100,93.23,50.26,100,0,0,60.17,80.54,82.41,57.62,55.85,69.41,60.31,#DIV/0!,0,52.97,56.69,0,93.97,79.39,89.1,49.4,85.24,89.41,27.26,100,67.27,93.48,87.19,100,73.06,88.77,100,100,100,100,0,100,100,100,100,100,21.78,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Female),Urban,471,70,676,716,0,4997,3436,440,0,,393,0,3441,0,13106,3672,2621,1622,1285,0,829,0,0,0,2761,1086,1866,0,637,0,377,2952,0,,,10275,1068,1357,484,1174,372,414,,,3342,7601,,716,534,229,6653,573,438,10996,0,5079,487,1107,0,2622,682,0,0,0,0,,0,0,0,0,0,5739,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Female),% Urban,64.52,45.45,30.81,8.16,0,60.68,17.13,6.66,0,#DIV/0!,8.59,0,35.61,0,53.56,30.41,24.12,15.2,7.97,0,10.05,0,32.39,0,32.39,19.49,35.05,0,7.26,0,6.77,49.74,0,0,0,39.83,19.46,17.59,42.38,44.15,30.59,39.69,#DIV/0!,0,47.03,43.31,0,6.03,20.61,10.9,50.6,14.76,10.59,72.74,0,32.73,6.52,12.81,0,26.94,11.23,0,0,0,0,0,0,0,0,0,0,78.22,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,SC (Female),Total,730,154,2194,8777,749,8235,20057,6603,3091,0,4577,7842,9663,9778,24468,12073,10867,10671,16115,19254,8249,6516,8523,2788,8523,5573,5324,3438,8777,5277,5569,5935,2343,0,0,25796,5489,7714,1142,2659,1216,1043,0,0,7106,17550,0,11867,2591,2100,13149,3883,4137,15116,4947,15517,7468,8642,8779,9733,6071,6550,2394,2695,5579,0,2852,5027,1295,2788,1176,7337,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Male),Rural,"1,738",4276,29285,141039,2572,89815,163848,68179,27777,0,"9,698",19893,24988,44619,26859,30970,41186,41965,57069,90575,43574,42259,16855,4694,16855,14659,4943,16867,39247,29862,40340,35909,23713,0,0,71183,43936,25891,1522,5884,4054,3553,0,0,13845,62097,0,52338,22114,9390,43124,19393,13427,23059,8476,16558,12438,12391,17984,11723,14513,11136,3572,6713,12262,0,2526,13295,2141,13703,4517,3206,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Male),% Rural,32.56,75.6,75.98,92.59,100,45.75,80.31,96.25,100,#DIV/0!,69.22,100,36.77,100,37.99,71.66,70.81,82.79,91.22,100,93.62,100,47.05,100,47.05,56.5,16.98,100,88.52,100,92.45,51.82,100,0,0,42.75,82,66.89,27.77,36.23,51.72,40.3,#DIV/0!,0,37.22,46.2,0,85.71,80.36,68.9,48.07,79.06,88.42,41.97,100,33.11,78.92,70.84,100,46.37,86.82,100,100,100,100,0,100,100,100,100,100,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Male),Urban,"3,600",1380,9257,11294,0,106511,40180,2654,0,0,"4,312",0,42967,0,43836,12245,16979,8724,5496,0,2968,0,18966,0,18966,11284,24172,0,5088,0,3294,33387,0,0,0,95329,9643,12815,3958,10355,3785,5263,0,0,23355,72312,0,8725,5406,4239,46587,5136,1758,31884,0,33457,3322,5101,0,13560,2204,0,0,0,0,0,0,0,0,0,0,16769,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Male),% Urban,67.44,24.4,24.02,7.41,0,54.25,19.69,3.75,0,#DIV/0!,30.78,0,63.23,0,62.01,28.34,29.19,17.21,8.78,0,6.38,0,52.95,0,52.95,43.5,83.02,0,11.48,0,7.55,48.18,0,0,0,57.25,18,33.11,72.23,63.77,48.28,59.7,#DIV/0!,0,62.78,53.8,0,14.29,19.64,31.1,51.93,20.94,11.58,58.03,0,66.89,21.08,29.16,0,53.63,13.18,0,0,0,0,0,0,0,0,0,0,83.95,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Male),Total,"5,338",5656,38542,152333,2572,196326,204028,70833,27777,0,"14,010",19893,67955,44619,70695,43215,58165,50689,62565,90575,46542,42259,35821,4694,35821,25943,29115,16867,44335,29862,43634,69296,23713,0,0,166512,53579,38706,5480,16239,7839,8816,0,0,37200,134409,0,61063,27520,13629,89711,24529,15185,54943,8476,50015,15760,17492,17984,25283,16717,11136,3572,6713,12262,0,2526,13295,2141,13703,4517,19975,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Female),Rural,"1,634",4066,25436,137458,2417,83227,153164,65576,26193,0,9092,18976,22948,41746,25004,29009,39994,41160,54869,93771,41419,45871,15925,3984,15925,14024,4483,16107,36534,27768,39574,34646,23719,0,0,68022,41779,25021,1341,5153,3757,3341,0,0,13588,58989,0,50597,15451,8933,40635,18358,12787,22000,8594,16277,12749,12414,17915,11781,14392,11355,3670,6864,12646,0,2050,13589,2114,13947,4683,2623,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Female),% Rural,33.06,77.3,75.62,92.8,100,49.34,80,96.34,100,#DIV/0!,68.5,100,35.9,100,37.98,71.82,71.05,83.03,91.15,100,93.64,100,46.82,100,46.82,56.86,16.27,100,88.35,100,92.6,51.94,100,0,0,46.08,81.87,67.35,26.22,34.36,53.47,40.33,#DIV/0!,0,38.9,46.91,0,86.34,75.4,69.56,48,78.65,88.85,43.04,100,33.43,80.13,70.76,100,47.01,87.51,100,100,100,100,0,100,100,100,100,100,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Female),Urban,"3,308",1194,8201,10667,0,85462,38289,2488,0,0,4181,0,40966,0,40834,11383,16297,8412,5327,0,2815,0,18086,0,18086,10639,23075,0,4819,0,3164,32057,0,0,0,79592,9251,12127,3774,9846,3269,4943,0,0,21346,66772,0,8003,5040,3910,44020,4984,1604,29119,0,32406,3161,5129,0,13277,2054,0,0,0,0,0,0,0,0,0,0,15094,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Female),% Urban,66.94,22.7,24.38,7.2,0,50.66,20,3.66,0,#DIV/0!,31.5,0,64.1,0,62.02,28.18,28.95,16.97,8.85,0,6.36,0,53.18,0,53.18,43.14,83.73,0,11.65,0,7.4,48.06,0,0,0,53.92,18.13,32.65,73.78,65.64,46.53,59.67,#DIV/0!,0,61.1,53.09,0,13.66,24.6,30.44,52,21.35,11.15,56.96,0,66.57,19.87,29.24,0,52.99,12.49,0,0,0,0,0,0,0,0,0,0,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Others (Female),Total,"4,942",5260,33637,148125,2417,168689,191453,68064,26193,0,13273,18976,63914,41746,65838,40392,56291,49572,60196,93771,44234,45871,34011,3984,34011,24663,27558,16107,41353,27768,42738,66703,23719,0,0,147614,51030,37148,5115,14999,7026,8284,0,0,34934,125761,0,58600,20491,12843,84655,23342,14391,51119,8594,48683,15910,17543,17915,25058,16446,11355,3670,6864,12646,0,2050,13589,2114,13947,4683,17717,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,# Electrified HH-Rural,12238,12689,21006,14640,4234,54562,58490,34828,13017,0,12072,17825,20355,16673,14082,13914,21511,17534,20900,37646,16184,20699,12887,14566,20796,27804,16474,20765,20833,31637,26296,24084,14040,0,0,49504,42635,38633,10256,30863,12281,13430,0,0,5595,38343,0,36373,34273,8770,26605,13526,11208,17790,1522,6791,2789,2542,2778,2760,1113,1376,983,1219,2811,0,1655,2016,950,3431,855,1262,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,% Electrified HH-Rural,46.4,49.6,62.3,82.3,23.8,73.7,75.2,60.7,25.2,,16.6,23.8,28,50,77.7,82.3,50.4,71.6,59.7,76.5,38.1,63.4,48.1,76.9,78.1,84.4,61.2,58,67.4,75,43.7,66.3,33.7,0,0,78.9,80.6,75.1,50.9,58.2,43.9,42.7,,0,38.8,51.3,0,87.1,79.1,55,77.3,67.5,51.3,63.9,11,29.9,13.3,9.8,9.1,14.7,5.3,6.8,7.8,9.3,15.6,0,17.6,10.5,10.2,16.7,14.7,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,# Electrified HH-Urban,2484,1013,5251,5423,0,52096,16966,1740,0,0,1917,0,20868,0,21950,5643,8294,3676,2409,0,1685,0,0,0,10382,4912,9512,0,2241,0,1889,16831,0,0,0,51423,5206,6616,2103,6979,2420,2852,0,0,11282,32717,0,3818,2974,1833,23607,2316,1027,20002,0,17157,1496,2412,0,6258,801,0,0,0,0,0,0,0,0,0,0,10316,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,% Electrified HH-Urban ,91.2,80.2,94,96.2,0,95.6,96,91.3,0,,87,0,94.9,0,94.3,89.4,94.8,93.1,85.5,0,90.5,0,0,0,95.1,86.3,94.1,0,90.2,0,79.9,91.3,0,0,0,96,96,95.7,92.3,96,94.8,94.9,,0,86,89.2,0,95.4,95.4,94.7,95.6,87.9,79.1,92.7,0,85.9,60.8,62.2,0,71.8,38.4,0,0,0,0,0,0,0,0,0,0,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,# Total,14666,13691,26136,71439,4234,106934,75407,36578,13017,0,14011,17825,40999,16673,36018,19550,29727,21214,23300,37646,17825,20699,12887,14566,31125,32685,25956,20765,23042,31637,28142,40797,14040,0,0,100375,47822,45167,12201,37385,14623,16125,0,0,16771,70641,0,40179,9057,10603,10581,10611,10577,10575,1522,23905,4264,4949,2778,9072,1893,1376,983,1219,2811,0,1655,2016,950,3431,855,11576,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Electrified HH,% Total,50.4,51,66.5,83.2,23.8,83.2,79,61.7,25.2,,18.7,23.8,43.3,50,87,84.2,57.8,74.6,61.6,76.5,40.2,63.4,48.1,76.9,82.9,84.6,70.1,58,69,75,45,74.5,33.7,0,0,86.3,82,77.4,54.4,62,47.9,46.8,,0,60.9,63.4,0,87.8,19.5,59.3,17.9,46.8,45.7,21.4,11,56,18.2,16.6,9.1,33,8.2,6.8,7.8,9.3,15.6,0,17.6,10.5,10.2,16.7,14.7,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,#Non-Electrified HH -Rural,13372,12177,11632,12917,13395,17916,17889,21459,36520,0,58106,56323,50524,15839,3715,2739,20658,6441,13478,10334,25359,11394,13423,4281,5698,5040,10229,14714,9736,10293,32855,12133,27205,0,0,12674,9786,12552,9652,21689,15554,17927,0,0,8781,36176,0,5136,8882,6840,7538,6132,10224,9577,12175,15241,17990,23163,27356,15865,19785,18558,11516,11836,14920,0,7524,16823,8283,16828,4874,2582,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,Rural %,50.7,47.6,34.5,16.1,75.3,24.2,23,37.4,70.7,,79.9,75.2,69.5,47.5,20.5,16.2,48.4,26.3,38.5,21,59.7,34.9,50.1,22.6,21.4,15.3,38,41.1,31.5,24.4,54.6,33.4,65.3,0,0,20.2,18.5,24.4,47.9,40.9,55.6,57,,0,60.9,48.4,0,12.3,20.5,42.9,21.9,30.6,46.8,34.4,88,67.1,85.8,89.3,89.6,84.5,94.2,91.7,91.4,90.3,82.8,0,80,87.6,88.9,81.9,83.8,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,#Non-Electrified HH -Urban,232,168,285,203,0,2071,566,158,0,0,249,0,946,0,1164,593,394,221,341,0,158,0,0,0,459,734,576,0,224,0,470,1512,0,0,0,1553,206,277,171,262,130,132,0,0,1771,3704,0,168,134,103,988,308,263,1446,0,2497,955,1299,0,2249,1278,0,0,0,0,0,0,0,0,0,0,1966,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,Urban %,8.5,13.3,5.1,3.6,0,3.8,3.2,8.3,0,,11.3,0,4.3,0,5,9.4,4.5,5.6,12.1,0,8.5,0,0,0,4.2,12.9,5.7,41.1,9,0,19.9,8.2,0,0,0,2.9,3.8,4,7.5,3.6,5.1,4.4,,0,13.5,10.1,0,4.2,4.3,5.3,4,11.7,20.3,6.7,0,12.5,38.8,33.5,0,25.8,61.3,0,0,0,0,0,0,0,0,0,0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,# Total,13647,12778,12027,13137,13395,19793,18518,21639,36520,0,58368,56323,51699,15839,4927,3343,21138,6683,13844,10334,25540,11394,13423,4281,6195,5757,10849,14714,9951,10293,33333,13800,27205,0,0,14655,10031,12896,10003,22371,15783,18227,0,0,10685,40334,0,5354,9057,6938,8571,6462,10485,11020,12175,17758,18977,24479,27356,18062,21079,18558,11516,11836,14920,0,7524,16823,8283,16828,4874,4545,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Non-Electrified HH,% Total (Dependancy on kerosene,46.9,47.6,30.6,15.3,75.3,15.4,19.4,36.5,70.7,0,77.9,75.2,54.6,47.5,11.9,14.4,41.1,23.5,36.6,21,57.6,34.9,50.1,22.6,16.5,14.9,29.3,41.1,29.8,24.4,53.3,25.2,65.3,0,0,12.6,17.2,22.1,44.6,37.1,51.7,52.9,,0,38.8,36.2,0,11.7,19.5,38.8,14.5,28.5,45.3,22.3,88,41.6,81,82.1,89.6,65.7,91.3,91.7,91.4,90.3,82.8,0,80,87.6,88.9,81.9,83.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,# Other Source of Lighting-Rural,765,716,1079,1284,160,1555,1400,1090,2118,0,2545,749,1817,834,326,254,512,514,630,1230,935,555,482,95,133,99,215,322,340,253,1023,109,417,0,0,565,476,257,242,477,140,94,0,0,43,224,0,251,173,335,275,381,415,473,138,681,189,233,397,150,105,304,101,52,288,0,226,365,84,288,87,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,% Other Source of Lighting-Rural,2.9,2.8,3.2,1.6,0.9,2.1,1.8,1.9,4.1,100,3.5,1,2.5,2.5,1.8,1.5,1.2,2.1,1.8,2.5,2.2,1.7,1.8,0.5,0.5,0.3,0.8,0.9,1.1,0.6,1.7,0.3,1,100,100,0.9,0.9,0.5,1.2,0.9,0.5,0.3,100,100,0.3,0.3,100,0.6,0.4,2.1,0.8,1.9,1.9,1.7,1,3,0.9,0.9,1.3,0.8,0.5,1.5,0.8,0.4,1.6,100,2.4,1.9,0.9,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,# Other Source of Lighting-Urban,8,82,50,11,0,327,141,8,0,0,37,0,176,0,163,76,61,51,68,0,19,0,0,0,76,46,20,0,20,0,5,92,0,0,0,589,11,21,5,29,3,21,0,0,66,257,0,16,9,0,99,11,8,129,0,320,10,167,0,209,6,0,0,0,0,0,0,0,0,0,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,% Other Source of Lighting-Urban,0.3,6.5,0.9,0.2,100,0.6,0.8,0.4,100,100,1.7,100,0.8,100,0.7,1.2,0.7,1.3,2.4,100,1,100,100,100,0.7,0.8,0.2,58.9,0.8,100,0.2,0.5,100,100,100,1.1,0.2,0.3,0.2,0.4,0.1,0.7,100,100,0.5,0.7,100,0.4,0.3,0,0.4,0.4,0.6,0.6,100,1.6,0.4,4.3,100,2.4,0.3,100,100,100,100,100,100,100,100,100,100,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,# Total,786,376,1140,1288,160,1799,1527,1067,2118,0,2548,749,1988,834,455,325,566,540,681,1230,975,555,482,95,225,193,222,322,401,253,1063,164,417,0,0,1279,467,292,224,543,122,103,0,0,83,446,0,229,28332,340,39959,5600,2083,27822,138,1024,187,388,397,357,115,304,101,52,288,0,226,365,84,288,87,229,,,,,,,,,,,,,,,,,,,,,,,,,,
Block Profile,Other Source of Lighting,% Total,2.7,1.4,2.9,1.5,0.9,1.4,1.6,1.8,4.1,100,3.4,1,2.1,2.5,1.1,1.4,1.1,1.9,1.8,2.5,2.2,1.7,1.8,0.5,0.6,0.5,0.6,0.9,1.2,0.6,1.7,0.3,1,100,100,1.1,0.8,0.5,1,0.9,0.4,0.3,100,100,0.3,0.4,100,0.5,61,1.9,67.6,24.7,9,56.3,1,2.4,0.8,1.3,1.3,1.3,0.5,1.5,0.8,0.4,1.6,100,2.4,1.9,0.9,1.4,1.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Literacy Rate,Total(#),"67,128",73767,112639,298644,38841,387826,343554,192461,105294,0,141804,165281,233520,83259,139574,73580,137599,71311,82593,106066,89992,63066,32471,39571,97557,94593,86180,62843,87947,95909,138408,156836,84539,,,330761,130196,136995,36652,105766,57276,60550,0,0,77172,296048,0,125964,91837,45676,188375,61742,57413,144207,20300,103358,38669,50600,38860,60270,38631,27197,16222,17323,26020,0,14256,24449,13480,25411,8595,45275,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Literacy Rate,Total (%),47.88,53.6,63.15,74.79,46.54,70.49,70.41,65.92,42.24,0,37.39,44.21,50.92,49.9,65.36,61.3,55.3,52.69,46.74,45.01,41.87,43.73,46.22,35.13,46.22,44.36,37.26,31.15,53.14,43.1,53.58,67.35,48.92,0,0,57.18,43.91,42.51,31.94,32.72,33.31,33.2,0,0,64.03,60.8,0,55.63,39.45,52.63,67.23,57.81,50.67,61.16,35.59,56.82,39.32,41.84,31,50.67,38.75,29.19,27.51,34.14,38.16,0,35.43,33.69,30.94,28.83,38.63,68.95,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,No. of Schools,,287,269,355,488,181,578,516,533,524,445,455,396,631,393,318,338,451,286,499,469,405,326,465,353,498,584,763,493,398,401,500,498,295,287,508,381,608,303,384,483,360,448,405,536,251,586,318,520,609,232,527,248,281,424,139,195,249,171,218,117,244,247,150,216,171,152,159,217,130,194,163,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Urban,"5,032",0,0,11060,0,15028,20319,0,0,"52,071",3013,0,19156,0,35326,19250,13065,6256,4842,0,0,0,0,0,18545,10022,17330,0,5670,0,4458,17414,0,87,24014,26631,9091,6031,4656,13990,0,7415,0,7443,13561,33092,0,6968,11794,3236,31144,1738,155,17199,77,50,255,13,99,6602,0,0,217,0,80,0,34,304,0,0,33,10345,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Rural,"25,716",34244,44439,66234,20336,93887,81119,63676,56638,0,47248,60115,69723,39196,18935,32042,43151,20801,50268,50159,39994,31599,35128,28743,31999,39199,54129,47560,51834,57353,33514,36531,21819,20728,39760,19806,61387,22554,28666,44633,41761,43255,37398,47939,15301,39184,26342,42417,75837,19922,33677,22917,28369,37602,16526,23468,29638,16877,20982,16589,29743,32625,11808,15901,14174,11898,14138,17602,10095,14023,11825,317,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Total,"30,748","34,244","44,439","77,294","20,336","108,915","101,438","63,676","56,638","52,071","50,261","60,115","88,879","39,196","54,261","51,292","56,216","27,057","55,110","50,159","39,994","31,599","35,128","28,743","50,544","49,221","71,459","47,560","57,504","57,353","37,972","53,945","21,819","20,815","63,774","46,437","70,478","28,585","33,322","58,623","41,761","50,670","37,398","55,382","28,862","72,276","26,342","49,385","87,631","23,158","64,821","24,655","28,524","54,801","16,603","23,518","29,893","16,890","21,081","23,191","29,743","32,625","12,025","15,901","14,254","11,898","14,172","17,906","10,095","14,023","11,858","10,662",,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Male,"15,734",18062,23727,41348,10901,57639,55367,34081,30505,28114,27347,32529,47913,20839,30307,27010,30805,14560,30747,27241,22342,17421,17842,14244,26700,24841,37016,23351,30480,29857,19460,27378,10874,10592,34320,25949,37192,14702,18051,33005,22084,27139,20718,28242,14948,37146,13098,26399,46545,11661,33489,12203,14476,27633,8787,12077,15690,8455,11203,11686,15038,16693,6331,8312,7250,6272,7357,9474,5052,7782,6215,5388,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Male %,51.17,52.75,53.39,53.49,53.6,52.92,54.58,53.52,53.86,53.99,54.41,54.11,53.91,133.57,55.85,52.66,54.8,53.81,55.79,54.31,55.86,55.13,50.79,49.56,52.83,50.47,51.8,49.1,53.01,52.06,213.67,50.75,49.84,50.89,53.82,55.88,52.77,51.43,54.17,56.3,52.88,53.56,55.4,50.99,51.79,51.39,49.72,53.46,53.11,50.35,51.66,49.5,50.75,50.42,52.92,51.35,52.49,50.06,53.14,50.39,50.56,51.17,52.65,52.27,50.86,52.71,51.91,52.91,50.04,55.49,52.41,50.53,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Female,"15,014",16182,20712,35946,9435,51276,46071,29595,26133,23957,22914,27586,40966,18357,23954,24282,25411,12497,24363,22918,17652,14178,17286,14499,23844,24380,34443,24209,27024,27496,18512,26567,10945,10223,29454,20488,33286,13883,15271,25618,19671,23531,16680,27140,13914,35130,13244,22986,41086,11497,31332,12452,14048,27168,7816,11441,14203,8435,9878,11505,14705,15932,5694,7589,7004,5626,6815,8432,5043,6241,5643,5274,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Student Enrollment,Female %,48.83,47.25,46.61,46.51,252.14,47.08,45.42,46.48,46.14,46.01,45.59,45.89,46.09,78.84,44.15,47.34,45.2,46.19,44.21,45.69,44.14,44.87,49.21,50.44,47.17,49.53,48.2,50.9,46.99,47.94,48.75,49.25,50.16,49.11,46.18,44.12,47.23,48.57,45.83,43.7,47.1,46.44,44.6,49.01,48.21,48.61,50.28,46.54,46.89,49.65,48.34,50.5,49.25,49.58,47.08,48.65,47.51,49.94,46.86,49.61,49.44,48.83,47.35,47.73,49.14,47.29,48.09,47.09,49.96,44.51,47.59,49.47,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Literacy Rate,Male(#),"37,770",41779,64457,163237,22386,220240,192418,108873,67349,0,89401,103038,142242,52356,83345,45331,83709,45661,52879,66661,59643,39829,17717,22293,55245,54187,48454,36463,52698,58750,81135,87777,49509,,,197174,80353,78726,22484,63757,35366,36584,,,44297,167921,,75930,56385,26252,103437,34927,33550,81329,12160,58062,23845,30275,24158,34951,23348,17173,9832,10941,15915,0,8982,15766,8105,15908,5274,25739,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Background,Literacy Rate,Male(%),56.27,56.64,57.22,54.66,57.63,56.79,56.01,56.57,63.96,0,63.05,62.34,60.91,62.88,59.71,61.61,60.84,64.03,64.02,62.85,66.28,63.15,18.16,56.34,56.63,57.28,56.22,58.02,59.92,61.26,58.62,55.97,58.56,0,0,59.61,61.72,57.47,61.34,60.28,61.75,60.42,#DIV/0!,0,57.4,56.72,0,60.28,61.4,57.47,54.91,56.57,58.44,56.4,59.9,56.18,61.66,59.83,62.17,57.99,60.44,63.14,60.61,63.16,61.16,0,63.01,64.49,60.13,62.6,61.36,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,
